;state;income;professional;unemployment
31507;Massachusetts;96979.0;44.5;2.6
31508;Massachusetts;88958.0;48.1;6.7
31509;Massachusetts;77995.0;52.1;6.7
31510;Massachusetts;98153.0;45.6;4.7
31511;Massachusetts;54094.0;33.2;8.0
31512;Massachusetts;60489.0;37.4;2.9
31513;Massachusetts;84179.0;57.8;2.5
31514;Massachusetts;92250.0;50.7;6.4
31515;Massachusetts;105500.0;55.1;4.8
31516;Massachusetts;70735.0;49.7;5.2
31517;Massachusetts;76343.0;52.5;5.9
31518;Massachusetts;89213.0;48.1;6.3
31519;Massachusetts;93125.0;48.5;4.0
31520;Massachusetts;48389.0;32.5;2.0
31521;Massachusetts;40114.0;24.2;10.2
31522;Massachusetts;47888.0;37.7;8.8
31523;Massachusetts;57604.0;33.7;3.6
31524;Massachusetts;81477.0;45.7;4.3
31525;Massachusetts;84138.0;51.7;8.8
31526;Massachusetts;81154.0;38.4;7.3
31527;Massachusetts;109327.0;57.8;4.0
31528;Massachusetts;70982.0;52.3;6.2
31529;Massachusetts;56857.0;51.3;6.5
31530;Massachusetts;104567.0;54.4;3.2
31531;Massachusetts;21625.0;30.9;9.2
31532;Massachusetts;41429.0;19.4;16.4
31533;Massachusetts;40594.0;14.2;9.6
31534;Massachusetts;25781.0;6.5;10.1
31535;Massachusetts;47426.0;7.5;6.5
31536;Massachusetts;52031.0;14.8;11.0
31537;Massachusetts;44432.0;8.7;13.3
31538;Massachusetts;43644.0;15.6;12.6
31539;Massachusetts;22404.0;13.2;17.4
31540;Massachusetts;29615.0;13.6;8.7
31541;Massachusetts;17867.0;8.7;7.7
31542;Massachusetts;18462.0;20.2;9.1
31543;Massachusetts;32563.0;14.0;11.5
31544;Massachusetts;52292.0;14.4;10.3
31545;Massachusetts;36600.0;17.2;9.3
31546;Massachusetts;42871.0;11.5;10.4
31547;Massachusetts;50996.0;21.2;9.0
31548;Massachusetts;63025.0;27.5;9.9
31549;Massachusetts;70114.0;30.5;7.5
31550;Massachusetts;107059.0;45.8;6.6
31551;Massachusetts;72672.0;34.0;6.8
31552;Massachusetts;106224.0;46.9;8.3
31553;Massachusetts;62788.0;27.7;5.0
31554;Massachusetts;47125.0;18.3;5.7
31555;Massachusetts;68906.0;30.1;8.5
31556;Massachusetts;66579.0;36.7;7.2
31557;Massachusetts;68333.0;40.5;7.0
31558;Massachusetts;109423.0;44.2;6.2
31559;Massachusetts;84091.0;39.0;3.5
31560;Massachusetts;77601.0;48.2;8.0
31561;Massachusetts;74688.0;48.2;3.5
31562;Massachusetts;87634.0;54.8;5.3
31563;Massachusetts;153264.0;53.7;2.2
31564;Massachusetts;158750.0;69.5;1.7
31565;Massachusetts;180119.0;67.0;3.2
31566;Massachusetts;113315.0;65.1;7.6
31567;Massachusetts;79306.0;58.7;2.2
31568;Massachusetts;164107.0;73.8;2.2
31569;Massachusetts;165972.0;64.9;4.2
31570;Massachusetts;144432.0;67.8;2.6
31571;Massachusetts;168438.0;75.2;3.7
31572;Massachusetts;156154.0;66.0;7.2
31573;Massachusetts;47292.0;27.5;11.8
31574;Massachusetts;39321.0;35.1;4.6
31575;Massachusetts;82407.0;35.8;6.1
31576;Massachusetts;101607.0;39.8;2.9
31577;Massachusetts;71776.0;38.9;7.0
31578;Massachusetts;101204.0;47.3;2.8
31579;Massachusetts;89388.0;39.2;5.2
31580;Massachusetts;50089.0;26.4;9.8
31581;Massachusetts;58038.0;32.6;11.5
31582;Massachusetts;37117.0;27.2;6.1
31583;Massachusetts;54574.0;38.7;3.8
31584;Massachusetts;66352.0;32.8;3.7
31585;Massachusetts;101818.0;48.0;4.0
31586;Massachusetts;71648.0;38.8;3.1
31587;Massachusetts;84417.0;50.9;7.2
31588;Massachusetts;135882.0;54.4;3.6
31589;Massachusetts;95031.0;39.6;3.0
31590;Massachusetts;96534.0;46.2;5.5
31591;Massachusetts;127429.0;51.6;3.7
31592;Massachusetts;95360.0;53.2;5.3
31593;Massachusetts;78666.0;50.7;3.1
31594;Massachusetts;69283.0;48.1;6.5
31595;Massachusetts;73915.0;43.6;5.1
31596;Massachusetts;69554.0;40.2;7.8
31597;Massachusetts;77534.0;32.7;5.7
31598;Massachusetts;136765.0;58.3;1.9
31599;Massachusetts;92500.0;58.0;7.7
31600;Massachusetts;67589.0;56.0;4.1
31601;Massachusetts;96379.0;59.9;8.5
31602;Massachusetts;89433.0;52.3;2.7
31603;Massachusetts;89338.0;47.6;5.3
31604;Massachusetts;;;
31605;Massachusetts;54308.0;36.8;6.2
31606;Massachusetts;66764.0;42.9;4.1
31607;Massachusetts;69028.0;50.0;7.2
31608;Massachusetts;58571.0;35.6;6.1
31609;Massachusetts;44648.0;26.4;11.7
31610;Massachusetts;40682.0;29.6;8.5
31611;Massachusetts;80795.0;57.6;4.9
31612;Massachusetts;43100.0;25.6;9.8
31613;Massachusetts;60444.0;42.2;5.9
31614;Massachusetts;61146.0;46.6;3.3
31615;Massachusetts;78949.0;60.3;3.6
31616;Massachusetts;72500.0;39.6;1.8
31617;Massachusetts;68393.0;32.9;2.3
31618;Massachusetts;54909.0;41.7;4.4
31619;Massachusetts;32582.0;37.2;6.9
31620;Massachusetts;35924.0;23.8;13.3
31621;Massachusetts;81458.0;49.8;3.0
31622;Massachusetts;53500.0;43.8;7.6
31623;Massachusetts;50069.0;24.6;7.7
31624;Massachusetts;31431.0;20.4;14.5
31625;Massachusetts;37935.0;22.4;13.0
31626;Massachusetts;41563.0;22.2;6.0
31627;Massachusetts;44071.0;23.4;7.6
31628;Massachusetts;36889.0;19.8;11.1
31629;Massachusetts;41287.0;30.7;13.3
31630;Massachusetts;16400.0;1.7;30.3
31631;Massachusetts;19548.0;13.0;23.2
31632;Massachusetts;14604.0;14.3;29.3
31633;Massachusetts;18364.0;24.1;15.8
31634;Massachusetts;12197.0;24.1;16.9
31635;Massachusetts;34940.0;46.7;8.4
31636;Massachusetts;14797.0;24.4;22.7
31637;Massachusetts;28482.0;27.2;10.8
31638;Massachusetts;20000.0;24.4;12.1
31639;Massachusetts;53859.0;27.8;11.1
31640;Massachusetts;51393.0;26.1;14.4
31641;Massachusetts;32153.0;23.8;5.9
31642;Massachusetts;39411.0;25.7;6.9
31643;Massachusetts;49200.0;35.6;10.1
31644;Massachusetts;42198.0;31.5;7.6
31645;Massachusetts;62757.0;30.5;6.3
31646;Massachusetts;74621.0;43.9;5.6
31647;Massachusetts;34821.0;33.2;7.7
31648;Massachusetts;32660.0;20.7;10.8
31649;Massachusetts;30217.0;28.2;13.8
31650;Massachusetts;21918.0;9.9;10.8
31651;Massachusetts;16691.0;25.4;20.4
31652;Massachusetts;18892.0;25.7;18.7
31653;Massachusetts;38796.0;31.9;5.1
31654;Massachusetts;31533.0;16.1;18.7
31655;Massachusetts;28568.0;20.5;14.8
31656;Massachusetts;73317.0;45.0;5.2
31657;Massachusetts;66800.0;36.5;5.1
31658;Massachusetts;50880.0;21.7;6.7
31659;Massachusetts;62250.0;51.4;6.7
31660;Massachusetts;54923.0;38.6;7.7
31661;Massachusetts;64375.0;37.0;1.8
31662;Massachusetts;55833.0;31.1;11.4
31663;Massachusetts;46221.0;23.7;8.0
31664;Massachusetts;66338.0;42.6;5.2
31665;Massachusetts;75991.0;31.4;4.5
31666;Massachusetts;86583.0;36.1;4.9
31667;Massachusetts;46019.0;31.0;9.1
31668;Massachusetts;82039.0;32.0;5.9
31669;Massachusetts;63903.0;26.0;8.2
31670;Massachusetts;40532.0;30.0;15.1
31671;Massachusetts;26615.0;27.4;13.8
31672;Massachusetts;48300.0;35.1;9.8
31673;Massachusetts;53413.0;33.7;8.2
31674;Massachusetts;41199.0;24.8;11.6
31675;Massachusetts;34697.0;26.8;6.8
31676;Massachusetts;60482.0;26.3;3.8
31677;Massachusetts;58717.0;22.9;3.4
31678;Massachusetts;55188.0;36.1;6.6
31679;Massachusetts;17196.0;20.0;18.1
31680;Massachusetts;16300.0;1.4;29.1
31681;Massachusetts;15491.0;13.5;17.3
31682;Massachusetts;16813.0;18.0;15.1
31683;Massachusetts;33718.0;29.1;13.8
31684;Massachusetts;80887.0;51.5;5.8
31685;Massachusetts;27125.0;36.0;15.0
31686;Massachusetts;49522.0;42.5;8.7
31687;Massachusetts;69464.0;39.8;1.9
31688;Massachusetts;45516.0;23.4;4.6
31689;Massachusetts;51983.0;34.0;10.1
31690;Massachusetts;47917.0;41.8;12.9
31691;Massachusetts;41448.0;43.9;5.9
31692;Massachusetts;31339.0;19.0;7.6
31693;Massachusetts;87264.0;46.9;3.4
31694;Massachusetts;50806.0;23.6;9.5
31695;Massachusetts;72115.0;27.0;7.2
31696;Massachusetts;59463.0;33.9;8.0
31697;Massachusetts;83569.0;45.9;5.8
31698;Massachusetts;44767.0;35.2;5.4
31699;Massachusetts;41717.0;17.1;6.7
31700;Massachusetts;68891.0;37.6;4.9
31701;Massachusetts;69643.0;37.2;8.4
31702;Massachusetts;70076.0;41.4;7.6
31703;Massachusetts;;22.2;0.0
31704;Massachusetts;74357.0;35.3;5.3
31705;Massachusetts;70362.0;38.1;5.0
31706;Massachusetts;85938.0;46.0;4.5
31707;Massachusetts;99167.0;43.6;3.2
31708;Massachusetts;67394.0;40.1;2.2
31709;Massachusetts;63362.0;37.6;3.3
31710;Massachusetts;50900.0;37.9;5.9
31711;Massachusetts;67011.0;36.2;4.2
31712;Massachusetts;56366.0;41.2;6.5
31713;Massachusetts;99511.0;52.1;5.0
31714;Massachusetts;115735.0;70.1;6.6
31715;Massachusetts;128542.0;67.5;2.1
31716;Massachusetts;75714.0;42.0;8.1
31717;Massachusetts;77829.0;46.8;4.1
31718;Massachusetts;97700.0;53.7;2.8
31719;Massachusetts;81304.0;42.6;6.1
31720;Massachusetts;90139.0;46.7;4.6
31721;Massachusetts;117143.0;47.9;2.9
31722;Massachusetts;78856.0;34.5;9.5
31723;Massachusetts;78287.0;32.7;4.2
31724;Massachusetts;63819.0;34.8;6.9
31725;Massachusetts;86523.0;45.4;7.6
31726;Massachusetts;54583.0;23.7;7.9
31727;Massachusetts;41820.0;27.4;5.8
31728;Massachusetts;92250.0;63.5;6.2
31729;Massachusetts;78688.0;47.7;4.9
31730;Massachusetts;108462.0;39.6;3.9
31731;Massachusetts;44855.0;47.8;6.1
31732;Massachusetts;;23.0;18.2
31733;Massachusetts;40329.0;47.9;3.9
31734;Massachusetts;80714.0;31.5;7.8
31735;Massachusetts;63500.0;58.0;6.4
31736;Massachusetts;70185.0;49.0;8.7
31737;Massachusetts;;29.6;14.3
31738;Massachusetts;89752.0;47.4;4.8
31739;Massachusetts;67825.0;55.0;7.9
31740;Massachusetts;56031.0;45.7;6.8
31741;Massachusetts;105625.0;33.0;7.8
31742;Massachusetts;84231.0;58.5;2.3
31743;Massachusetts;58953.0;60.0;1.2
31744;Massachusetts;65087.0;42.4;2.0
31745;Massachusetts;49432.0;61.6;7.2
31746;Massachusetts;52112.0;60.8;4.2
31747;Massachusetts;74635.0;60.0;8.7
31748;Massachusetts;68155.0;55.0;3.5
31749;Massachusetts;38448.0;58.0;9.7
31750;Massachusetts;65590.0;58.9;1.8
31751;Massachusetts;70568.0;35.2;8.5
31752;Massachusetts;90102.0;57.6;5.1
31753;Massachusetts;46625.0;41.5;3.5
31754;Massachusetts;85505.0;39.4;2.8
31755;Massachusetts;56623.0;44.9;12.8
31756;Massachusetts;89423.0;45.2;6.2
31757;Massachusetts;66713.0;39.9;1.2
31758;Massachusetts;86591.0;41.3;5.4
31759;Massachusetts;74412.0;40.5;9.1
31760;Massachusetts;76979.0;45.1;5.0
31761;Massachusetts;64893.0;42.6;3.2
31762;Massachusetts;95833.0;37.2;6.2
31763;Massachusetts;78517.0;43.1;3.2
31764;Massachusetts;100675.0;45.5;4.0
31765;Massachusetts;28469.0;33.6;8.6
31766;Massachusetts;58310.0;29.9;5.4
31767;Massachusetts;40964.0;23.6;10.4
31768;Massachusetts;31484.0;23.3;10.0
31769;Massachusetts;53722.0;35.3;3.0
31770;Massachusetts;61711.0;39.5;10.2
31771;Massachusetts;62634.0;32.6;9.3
31772;Massachusetts;38514.0;18.9;7.8
31773;Massachusetts;48750.0;23.2;6.1
31774;Massachusetts;41996.0;21.0;10.0
31775;Massachusetts;57679.0;31.9;7.2
31776;Massachusetts;41853.0;46.2;10.8
31777;Massachusetts;71635.0;38.1;8.1
31778;Massachusetts;60972.0;42.6;7.3
31779;Massachusetts;58802.0;23.7;9.6
31780;Massachusetts;38088.0;26.4;9.5
31781;Massachusetts;24625.0;26.9;13.4
31782;Massachusetts;44695.0;17.9;10.5
31783;Massachusetts;37405.0;30.5;8.9
31784;Massachusetts;61333.0;26.5;5.4
31785;Massachusetts;67439.0;32.9;9.3
31786;Massachusetts;31485.0;16.0;12.4
31787;Massachusetts;85536.0;44.5;5.8
31788;Massachusetts;73854.0;44.9;6.9
31789;Massachusetts;110847.0;49.7;4.7
31790;Massachusetts;100335.0;40.7;4.3
31791;Massachusetts;93375.0;40.1;3.2
31792;Massachusetts;67199.0;38.3;5.1
31793;Massachusetts;74452.0;44.2;5.3
31794;Massachusetts;96234.0;45.3;5.3
31795;Massachusetts;125595.0;41.3;6.5
31796;Massachusetts;100774.0;47.9;4.1
31797;Massachusetts;93795.0;49.3;4.6
31798;Massachusetts;63188.0;41.6;3.2
31799;Massachusetts;113556.0;37.2;2.9
31800;Massachusetts;104630.0;42.9;9.9
31801;Massachusetts;89320.0;36.4;5.4
31802;Massachusetts;101127.0;41.4;4.7
31803;Massachusetts;103902.0;53.9;4.6
31804;Massachusetts;100750.0;40.0;4.7
31805;Massachusetts;104025.0;38.7;5.5
31806;Massachusetts;94175.0;37.2;4.9
31807;Massachusetts;95714.0;40.5;3.8
31808;Massachusetts;92920.0;47.1;6.1
31809;Massachusetts;105170.0;52.8;2.1
31810;Massachusetts;109457.0;58.2;5.7
31811;Massachusetts;135202.0;65.9;4.2
31812;Massachusetts;141818.0;54.8;4.8
31813;Massachusetts;132727.0;61.6;5.5
31814;Massachusetts;101111.0;59.3;2.5
31815;Massachusetts;76027.0;41.6;5.4
31816;Massachusetts;74531.0;54.3;4.6
31817;Massachusetts;127614.0;63.4;3.7
31818;Massachusetts;123796.0;65.6;2.8
31819;Massachusetts;156104.0;66.6;2.3
31820;Massachusetts;151887.0;69.0;4.7
31821;Massachusetts;144447.0;66.2;5.1
31822;Massachusetts;165815.0;69.9;4.6
31823;Massachusetts;152177.0;62.0;3.9
31824;Massachusetts;87274.0;50.3;6.9
31825;Massachusetts;68782.0;36.8;4.5
31826;Massachusetts;65486.0;35.1;2.0
31827;Massachusetts;91429.0;60.0;7.4
31828;Massachusetts;75085.0;40.0;5.2
31829;Massachusetts;87885.0;44.5;4.5
31830;Massachusetts;110694.0;54.9;4.0
31831;Massachusetts;79010.0;49.0;5.1
31832;Massachusetts;62026.0;43.8;2.3
31833;Massachusetts;85481.0;41.8;2.9
31834;Massachusetts;144766.0;65.5;3.5
31835;Massachusetts;118294.0;51.7;5.1
31836;Massachusetts;121175.0;62.7;6.6
31837;Massachusetts;78762.0;53.5;4.3
31838;Massachusetts;136813.0;59.3;4.7
31839;Massachusetts;120956.0;66.9;3.4
31840;Massachusetts;127368.0;52.5;1.9
31841;Massachusetts;76746.0;40.4;9.0
31842;Massachusetts;86985.0;53.9;5.4
31843;Massachusetts;138700.0;57.6;3.4
31844;Massachusetts;150848.0;54.0;2.7
31845;Massachusetts;109125.0;54.0;4.3
31846;Massachusetts;104673.0;44.2;2.0
31847;Massachusetts;104845.0;43.4;4.0
31848;Massachusetts;121488.0;49.8;6.4
31849;Massachusetts;122255.0;51.3;5.9
31850;Massachusetts;125179.0;51.1;2.3
31851;Massachusetts;99358.0;54.5;8.2
31852;Massachusetts;87378.0;47.2;2.3
31853;Massachusetts;96563.0;51.8;5.2
31854;Massachusetts;91002.0;42.8;5.4
31855;Massachusetts;73191.0;47.2;8.3
31856;Massachusetts;62083.0;35.0;6.9
31857;Massachusetts;90748.0;41.2;1.0
31858;Massachusetts;110402.0;45.9;1.8
31859;Massachusetts;75500.0;39.3;7.4
31860;Massachusetts;80405.0;42.3;5.3
31861;Massachusetts;128688.0;61.0;5.2
31862;Massachusetts;107727.0;55.4;4.1
31863;Massachusetts;141574.0;61.5;3.3
31864;Massachusetts;90156.0;60.1;3.0
31865;Massachusetts;90172.0;55.9;5.9
31866;Massachusetts;94792.0;53.7;3.2
31867;Massachusetts;84231.0;42.8;5.0
31868;Massachusetts;90647.0;49.7;4.5
31869;Massachusetts;99125.0;53.2;4.6
31870;Massachusetts;91739.0;65.3;4.3
31871;Massachusetts;126993.0;59.5;1.6
31872;Massachusetts;114420.0;53.8;2.3
31873;Massachusetts;59980.0;55.2;6.2
31874;Massachusetts;79435.0;56.6;4.6
31875;Massachusetts;79196.0;57.6;2.0
31876;Massachusetts;100417.0;53.7;4.3
31877;Massachusetts;79643.0;48.5;2.3
31878;Massachusetts;91411.0;57.6;4.0
31879;Massachusetts;92206.0;43.4;5.7
31880;Massachusetts;156307.0;67.1;1.9
31881;Massachusetts;102222.0;58.5;3.1
31882;Massachusetts;132188.0;71.0;5.7
31883;Massachusetts;189554.0;76.0;2.7
31884;Massachusetts;196307.0;69.4;2.1
31885;Massachusetts;66763.0;59.9;3.1
31886;Massachusetts;131218.0;59.8;4.2
31887;Massachusetts;72542.0;54.5;3.1
31888;Massachusetts;79625.0;67.6;1.8
31889;Massachusetts;89938.0;56.0;3.0
31890;Massachusetts;74566.0;59.4;2.7
31891;Massachusetts;61579.0;40.5;4.0
31892;Massachusetts;87098.0;64.1;5.2
31893;Massachusetts;83229.0;54.2;7.8
31894;Massachusetts;66845.0;41.1;3.6
31895;Massachusetts;74393.0;44.5;9.7
31896;Massachusetts;104537.0;57.6;9.4
31897;Massachusetts;78810.0;50.7;4.1
31898;Massachusetts;47705.0;45.1;4.2
31899;Massachusetts;63855.0;38.1;6.7
31900;Massachusetts;41584.0;51.5;4.9
31901;Massachusetts;66932.0;33.2;3.8
31902;Massachusetts;59851.0;33.9;10.0
31903;Massachusetts;74327.0;43.8;8.3
31904;Massachusetts;65811.0;45.9;5.3
31905;Massachusetts;39183.0;32.8;4.2
31906;Massachusetts;64800.0;25.9;3.7
31907;Massachusetts;78211.0;43.9;7.4
31908;Massachusetts;46341.0;22.9;6.1
31909;Massachusetts;44789.0;25.6;8.2
31910;Massachusetts;56084.0;19.6;8.5
31911;Massachusetts;64375.0;29.4;4.9
31912;Massachusetts;64383.0;24.6;7.4
31913;Massachusetts;56801.0;25.6;8.0
31914;Massachusetts;53103.0;27.7;6.9
31915;Massachusetts;58949.0;15.3;7.1
31916;Massachusetts;85893.0;41.2;5.4
31917;Massachusetts;47442.0;36.9;8.2
31918;Massachusetts;89583.0;47.6;8.4
31919;Massachusetts;73048.0;50.4;4.9
31920;Massachusetts;104458.0;86.3;2.5
31921;Massachusetts;108107.0;71.3;6.7
31922;Massachusetts;138056.0;61.2;2.3
31923;Massachusetts;67600.0;57.2;7.8
31924;Massachusetts;123523.0;74.7;0.8
31925;Massachusetts;130990.0;80.2;1.5
31926;Massachusetts;103446.0;78.6;2.9
31927;Massachusetts;100767.0;74.2;1.3
31928;Massachusetts;91332.0;73.8;3.8
31929;Massachusetts;78911.0;71.1;4.7
31930;Massachusetts;80213.0;55.0;7.0
31931;Massachusetts;67356.0;45.0;2.1
31932;Massachusetts;60714.0;39.1;8.8
31933;Massachusetts;71569.0;49.6;2.6
31934;Massachusetts;96818.0;80.1;1.4
31935;Massachusetts;95045.0;76.9;7.0
31936;Massachusetts;39184.0;75.1;3.7
31937;Massachusetts;103538.0;74.7;7.1
31938;Massachusetts;46250.0;43.8;8.1
31939;Massachusetts;95000.0;72.7;4.9
31940;Massachusetts;70365.0;61.0;6.9
31941;Massachusetts;67143.0;54.2;16.9
31942;Massachusetts;96852.0;73.2;2.1
31943;Massachusetts;107344.0;84.0;3.6
31944;Massachusetts;64861.0;81.8;4.6
31945;Massachusetts;99375.0;77.6;4.1
31946;Massachusetts;103641.0;62.0;8.4
31947;Massachusetts;104563.0;84.3;4.2
31948;Massachusetts;111625.0;81.4;1.4
31949;Massachusetts;81875.0;64.1;4.3
31950;Massachusetts;82083.0;64.2;3.4
31951;Massachusetts;98636.0;68.3;5.5
31952;Massachusetts;65000.0;66.3;4.0
31953;Massachusetts;80781.0;83.0;5.5
31954;Massachusetts;44202.0;62.5;7.0
31955;Massachusetts;70972.0;71.9;2.1
31956;Massachusetts;116140.0;80.2;3.5
31957;Massachusetts;158417.0;83.3;4.6
31958;Massachusetts;82426.0;72.8;2.3
31959;Massachusetts;143750.0;85.1;3.6
31960;Massachusetts;93456.0;80.8;4.8
31961;Massachusetts;86625.0;76.7;8.0
31962;Massachusetts;103405.0;77.7;3.1
31963;Massachusetts;124083.0;80.4;1.9
31964;Massachusetts;59625.0;59.3;8.3
31965;Massachusetts;93043.0;71.1;3.2
31966;Massachusetts;119639.0;69.8;4.6
31967;Massachusetts;87965.0;69.8;5.7
31968;Massachusetts;132778.0;68.4;3.0
31969;Massachusetts;114667.0;66.2;3.4
31970;Massachusetts;92308.0;64.6;1.8
31971;Massachusetts;131375.0;70.7;1.5
31972;Massachusetts;87820.0;69.8;3.4
31973;Massachusetts;97761.0;68.7;4.9
31974;Massachusetts;103958.0;69.6;3.2
31975;Massachusetts;166912.0;72.0;4.7
31976;Massachusetts;123618.0;70.8;2.0
31977;Massachusetts;156131.0;80.5;6.4
31978;Massachusetts;114205.0;74.3;5.6
31979;Massachusetts;74261.0;62.1;8.9
31980;Massachusetts;71750.0;63.1;4.5
31981;Massachusetts;147105.0;66.5;2.2
31982;Massachusetts;170341.0;77.1;2.4
31983;Massachusetts;165074.0;85.3;7.5
31984;Massachusetts;124352.0;74.7;4.7
31985;Massachusetts;178594.0;75.4;4.6
31986;Massachusetts;165833.0;74.6;5.7
31987;Massachusetts;173000.0;79.4;4.3
31988;Massachusetts;118571.0;73.6;3.9
31989;Massachusetts;127348.0;70.5;5.6
31990;Massachusetts;93534.0;63.2;8.1
31991;Massachusetts;153917.0;79.2;1.4
31992;Massachusetts;139224.0;78.7;4.4
31993;Massachusetts;121786.0;68.8;5.6
31994;Massachusetts;156425.0;75.8;0.7
31995;Massachusetts;170703.0;78.1;4.5
31996;Massachusetts;115703.0;67.7;3.5
31997;Massachusetts;131758.0;63.9;7.4
31998;Massachusetts;150179.0;76.4;2.4
31999;Massachusetts;153446.0;74.1;6.0
32000;Massachusetts;133688.0;64.4;2.6
32001;Massachusetts;96774.0;50.2;1.2
32002;Massachusetts;93750.0;54.2;4.3
32003;Massachusetts;175513.0;67.3;2.1
32004;Massachusetts;178036.0;70.3;4.7
32005;Massachusetts;142938.0;64.0;5.1
32006;Massachusetts;131375.0;72.9;0.9
32007;Massachusetts;228438.0;77.8;0.0
32008;Massachusetts;172976.0;74.5;2.0
32009;Massachusetts;210357.0;81.0;2.6
32010;Massachusetts;185781.0;65.5;4.4
32011;Massachusetts;109630.0;52.2;7.5
32012;Massachusetts;123750.0;50.8;3.9
32013;Massachusetts;106389.0;55.2;5.8
32014;Massachusetts;63977.0;52.1;3.2
32015;Massachusetts;83979.0;51.3;5.6
32016;Massachusetts;57629.0;43.6;3.0
32017;Massachusetts;74280.0;53.9;4.1
32018;Massachusetts;63688.0;24.8;4.0
32019;Massachusetts;62004.0;41.9;4.5
32020;Massachusetts;78218.0;48.6;6.4
32021;Massachusetts;71625.0;41.5;4.3
32022;Massachusetts;97566.0;53.8;4.6
32023;Massachusetts;108688.0;53.6;3.3
32024;Massachusetts;95066.0;52.0;4.8
32025;Massachusetts;92096.0;62.0;4.8
32026;Massachusetts;107679.0;72.6;3.0
32027;Massachusetts;100191.0;60.5;4.2
32028;Massachusetts;84743.0;55.4;3.6
32029;Massachusetts;92244.0;56.8;3.9
32030;Massachusetts;98897.0;66.5;2.1
32031;Massachusetts;80213.0;46.4;3.6
32032;Massachusetts;118073.0;59.8;4.1
32033;Massachusetts;128500.0;71.4;2.1
32034;Massachusetts;172284.0;69.8;6.1
32035;Massachusetts;196439.0;59.6;3.7
32036;Massachusetts;215114.0;83.5;2.8
32037;Massachusetts;137400.0;72.6;4.0
32038;Massachusetts;156528.0;80.3;4.4
32039;Massachusetts;126923.0;72.5;5.8
32040;Massachusetts;105991.0;68.2;4.0
32041;Massachusetts;155987.0;83.2;3.7
32042;Massachusetts;204250.0;86.2;4.4
32043;Massachusetts;210639.0;81.2;3.2
32044;Massachusetts;117986.0;68.7;3.0
32045;Massachusetts;120216.0;62.0;3.3
32046;Massachusetts;116978.0;60.7;2.0
32047;Massachusetts;125082.0;68.7;4.4
32048;Massachusetts;119250.0;58.9;3.3
32049;Massachusetts;112035.0;61.8;3.0
32050;Massachusetts;137188.0;68.3;1.7
32051;Massachusetts;98264.0;58.9;3.4
32052;Massachusetts;102841.0;59.4;8.5
32053;Massachusetts;74968.0;74.5;1.9
32054;Massachusetts;107656.0;65.3;5.5
32055;Massachusetts;35144.0;14.1;5.1
32056;Massachusetts;35876.0;13.3;12.3
32057;Massachusetts;70162.0;28.1;5.5
32058;Massachusetts;58750.0;37.0;1.2
32059;Massachusetts;57141.0;33.1;6.1
32060;Massachusetts;43811.0;42.4;5.2
32061;Massachusetts;83500.0;39.8;3.9
32062;Massachusetts;76250.0;48.2;2.8
32063;Massachusetts;95259.0;43.6;3.1
32064;Massachusetts;115518.0;54.5;6.2
32065;Massachusetts;103125.0;53.5;5.1
32066;Massachusetts;152167.0;65.9;2.0
32067;Massachusetts;121964.0;52.3;7.4
32068;Massachusetts;63149.0;52.3;4.8
32069;Massachusetts;122201.0;57.4;2.1
32070;Massachusetts;67574.0;43.2;2.7
32071;Massachusetts;129156.0;63.0;4.8
32072;Massachusetts;170872.0;71.1;2.3
32073;Massachusetts;112734.0;60.8;3.7
32074;Massachusetts;113827.0;59.6;7.0
32075;Massachusetts;141339.0;56.7;2.8
32076;Massachusetts;101077.0;68.9;6.4
32077;Massachusetts;67541.0;41.0;4.3
32078;Massachusetts;13825.0;21.4;9.4
32079;Massachusetts;;;
32080;Massachusetts;71528.0;51.4;4.5
32081;Massachusetts;76803.0;32.2;4.3
32082;Massachusetts;87500.0;20.7;9.7
32083;Massachusetts;115990.0;26.4;0.9
32084;Massachusetts;102742.0;34.1;4.2
32085;Massachusetts;;;
32086;Massachusetts;114716.0;78.8;3.8
32087;Massachusetts;71013.0;79.5;1.4
32088;Massachusetts;132500.0;67.8;1.1
32089;Massachusetts;100368.0;72.7;4.6
32090;Massachusetts;127096.0;73.5;4.6
32091;Massachusetts;110875.0;78.8;3.7
32092;Massachusetts;141250.0;80.2;4.7
32093;Massachusetts;97674.0;80.2;2.5
32094;Massachusetts;73235.0;76.3;4.2
32095;Massachusetts;98333.0;70.8;7.2
32096;Massachusetts;162348.0;75.7;3.9
32097;Massachusetts;143750.0;77.8;2.7
32098;Massachusetts;88272.0;56.1;4.2
32099;Massachusetts;72363.0;35.2;5.6
32100;Massachusetts;86484.0;40.7;6.5
32101;Massachusetts;103382.0;46.6;6.0
32102;Massachusetts;95104.0;58.9;5.0
32103;Massachusetts;102991.0;65.3;1.7
32104;Massachusetts;174044.0;65.1;4.6
32105;Massachusetts;166389.0;70.0;3.1
32106;Massachusetts;111008.0;68.3;3.4
32107;Massachusetts;120260.0;60.8;6.9
32108;Massachusetts;148487.0;62.3;8.6
32109;Massachusetts;190938.0;76.9;6.5
32110;Massachusetts;184219.0;57.0;3.1
32111;Massachusetts;224375.0;77.4;5.2
32112;Massachusetts;160524.0;64.8;5.7
32113;Massachusetts;155114.0;58.1;5.2
32114;Massachusetts;204018.0;72.3;2.8
32115;Massachusetts;139405.0;58.8;5.0
