;state;income;professional;unemployment
15372;Florida;29173.0;42.9;10.1
15373;Florida;59451.0;56.6;5.4
15374;Florida;48004.0;40.0;2.7
15375;Florida;24350.0;35.9;8.7
15376;Florida;23626.0;23.1;7.6
15377;Florida;27204.0;23.5;3.7
15378;Florida;21213.0;13.1;20.6
15379;Florida;23600.0;14.1;16.5
15380;Florida;22760.0;20.1;17.8
15381;Florida;24183.0;10.5;14.8
15382;Florida;;24.9;8.2
15383;Florida;34735.0;27.1;8.8
15384;Florida;93281.0;61.8;1.6
15385;Florida;73734.0;46.0;3.3
15386;Florida;79453.0;55.4;3.7
15387;Florida;59942.0;63.6;6.9
15388;Florida;38327.0;40.3;13.6
15389;Florida;98385.0;69.8;9.5
15390;Florida;89500.0;54.9;6.3
15391;Florida;62688.0;49.3;12.1
15392;Florida;46467.0;54.3;5.2
15393;Florida;79864.0;61.2;5.9
15394;Florida;79484.0;42.5;2.8
15395;Florida;42201.0;34.6;4.5
15396;Florida;84395.0;44.3;1.7
15397;Florida;62917.0;48.8;7.4
15398;Florida;85313.0;47.7;0.3
15399;Florida;80438.0;48.4;4.4
15400;Florida;40101.0;33.2;5.6
15401;Florida;51220.0;40.0;5.1
15402;Florida;34151.0;29.6;8.6
15403;Florida;72279.0;66.3;5.6
15404;Florida;50411.0;38.6;4.3
15405;Florida;92083.0;55.2;2.1
15406;Florida;70694.0;47.8;1.7
15407;Florida;81908.0;49.4;3.1
15408;Florida;82987.0;56.7;7.1
15409;Florida;101237.0;52.7;2.5
15410;Florida;80099.0;40.1;4.7
15411;Florida;56875.0;41.1;9.6
15412;Florida;60000.0;37.8;6.4
15413;Florida;45669.0;40.4;6.9
15414;Florida;67755.0;32.4;5.0
15415;Florida;49207.0;33.6;7.4
15416;Florida;49028.0;32.8;9.0
15417;Florida;76875.0;52.7;5.8
15418;Florida;93875.0;41.1;3.1
15419;Florida;97281.0;52.9;2.0
15420;Florida;63167.0;56.8;3.5
15421;Florida;107950.0;58.0;3.6
15422;Florida;97411.0;55.6;6.8
15423;Florida;117083.0;47.6;5.0
15424;Florida;81750.0;52.8;4.9
15425;Florida;83203.0;50.7;5.0
15426;Florida;62065.0;38.2;4.8
15427;Florida;117515.0;67.9;3.5
15428;Florida;114350.0;61.5;6.0
15429;Florida;127679.0;63.8;1.6
15430;Florida;114861.0;58.9;3.5
15431;Florida;46250.0;45.0;5.2
15432;Florida;93326.0;46.6;8.1
15433;Florida;103400.0;42.9;5.4
15434;Florida;53153.0;43.8;6.1
15435;Florida;59402.0;42.7;9.8
15436;Florida;50509.0;26.7;13.9
15437;Florida;60897.0;36.8;6.1
15438;Florida;61066.0;42.0;5.0
15439;Florida;97222.0;53.2;6.4
15440;Florida;31670.0;25.9;8.5
15441;Florida;47292.0;22.9;7.4
15442;Florida;55136.0;31.2;6.5
15443;Florida;48096.0;33.2;8.8
15444;Florida;42936.0;12.9;6.2
15445;Florida;38021.0;26.2;8.8
15446;Florida;46097.0;22.4;3.5
15447;Florida;79659.0;53.5;4.3
15448;Florida;73953.0;47.8;1.9
15449;Florida;60313.0;48.4;3.3
15450;Florida;70893.0;38.7;2.6
15451;Florida;38067.0;27.4;7.6
15452;Florida;41176.0;25.1;5.1
15453;Florida;38031.0;21.9;6.2
15454;Florida;41243.0;32.8;4.0
15455;Florida;40307.0;27.6;3.5
15456;Florida;34861.0;26.3;9.0
15457;Florida;37303.0;16.6;5.9
15458;Florida;37129.0;20.5;10.3
15459;Florida;38804.0;27.8;11.9
15460;Florida;28438.0;8.3;11.4
15461;Florida;40735.0;30.7;7.0
15462;Florida;35583.0;22.8;3.2
15463;Florida;74003.0;38.7;13.9
15464;Florida;44886.0;23.6;12.2
15465;Florida;48750.0;36.7;8.5
15466;Florida;74917.0;33.0;4.4
15467;Florida;68726.0;32.1;4.1
15468;Florida;75912.0;38.8;6.5
15469;Florida;76688.0;36.4;5.8
15470;Florida;46963.0;31.9;5.9
15471;Florida;;50.0;0.0
15472;Florida;40595.0;23.9;7.6
15473;Florida;62790.0;37.9;5.2
15474;Florida;60625.0;38.4;7.4
15475;Florida;40724.0;21.2;7.8
15476;Florida;46111.0;38.0;11.5
15477;Florida;52115.0;24.2;4.4
15478;Florida;43723.0;23.6;8.1
15479;Florida;44470.0;27.5;8.0
15480;Florida;48571.0;24.8;7.8
15481;Florida;64519.0;43.4;5.5
15482;Florida;79375.0;45.7;10.6
15483;Florida;46483.0;28.2;9.5
15484;Florida;36463.0;17.4;6.0
15485;Florida;40221.0;27.9;10.9
15486;Florida;51862.0;20.0;13.8
15487;Florida;32100.0;21.7;13.4
15488;Florida;52083.0;29.8;4.9
15489;Florida;53638.0;27.2;9.1
15490;Florida;48672.0;24.5;10.2
15491;Florida;56066.0;27.7;3.1
15492;Florida;59543.0;29.6;9.0
15493;Florida;80781.0;51.1;3.2
15494;Florida;43750.0;30.2;9.0
15495;Florida;72500.0;48.5;1.3
15496;Florida;98833.0;47.9;6.1
15497;Florida;67045.0;38.7;4.8
15498;Florida;109122.0;54.8;3.8
15499;Florida;83095.0;47.9;7.2
15500;Florida;48240.0;32.1;3.9
15501;Florida;59396.0;34.6;3.8
15502;Florida;44602.0;26.1;2.6
15503;Florida;60188.0;33.5;6.8
15504;Florida;63053.0;28.0;5.0
15505;Florida;67440.0;41.1;5.5
15506;Florida;58193.0;49.0;9.3
15507;Florida;40893.0;27.7;7.3
15508;Florida;46500.0;35.8;10.7
15509;Florida;57366.0;44.9;5.8
15510;Florida;72993.0;48.3;2.9
15511;Florida;61920.0;51.4;5.5
15512;Florida;54100.0;45.2;5.0
15513;Florida;55259.0;34.6;2.9
15514;Florida;43295.0;26.6;7.5
15515;Florida;89956.0;48.9;5.2
15516;Florida;92841.0;43.0;5.5
15517;Florida;50068.0;30.3;6.3
15518;Florida;50370.0;39.1;6.6
15519;Florida;62269.0;32.1;7.6
15520;Florida;98516.0;45.6;4.2
15521;Florida;85694.0;46.5;3.9
15522;Florida;90909.0;57.6;4.1
15523;Florida;34113.0;21.9;6.2
15524;Florida;30146.0;17.6;12.6
15525;Florida;35160.0;22.0;11.9
15526;Florida;38115.0;19.0;14.2
15527;Florida;39797.0;18.8;9.3
15528;Florida;27931.0;14.5;23.0
15529;Florida;60183.0;37.3;7.7
15530;Florida;59943.0;31.1;4.4
15531;Florida;61199.0;38.5;6.0
15532;Florida;34712.0;8.3;6.5
15533;Florida;56389.0;27.2;3.1
15534;Florida;32083.0;22.3;2.9
15535;Florida;62277.0;25.6;7.7
15536;Florida;58571.0;25.2;5.4
15537;Florida;76216.0;29.9;5.0
15538;Florida;54583.0;31.3;4.2
15539;Florida;59315.0;33.6;5.8
15540;Florida;53923.0;32.3;7.2
15541;Florida;60160.0;19.2;12.1
15542;Florida;55211.0;19.5;9.8
15543;Florida;48438.0;13.6;2.6
15544;Florida;74266.0;47.7;6.2
15545;Florida;84905.0;53.1;6.6
15546;Florida;84616.0;44.6;6.0
15547;Florida;52169.0;41.0;7.5
15548;Florida;73250.0;45.8;4.8
15549;Florida;77721.0;39.0;0.7
15550;Florida;151500.0;58.7;4.8
15551;Florida;109315.0;61.3;3.5
15552;Florida;109231.0;67.4;4.3
15553;Florida;40691.0;17.6;5.3
15554;Florida;91172.0;45.4;3.7
15555;Florida;74875.0;45.9;7.9
15556;Florida;44884.0;29.7;4.8
15557;Florida;60568.0;47.5;4.2
15558;Florida;40769.0;32.8;3.5
15559;Florida;33642.0;37.5;0.0
15560;Florida;52863.0;44.1;0.0
15561;Florida;39219.0;17.2;3.2
15562;Florida;40417.0;30.7;9.6
15563;Florida;50968.0;40.0;4.3
15564;Florida;68977.0;54.9;3.5
15565;Florida;33834.0;27.8;8.6
15566;Florida;40433.0;30.4;4.3
15567;Florida;37250.0;23.7;3.6
15568;Florida;57806.0;26.5;4.0
15569;Florida;100833.0;48.7;1.8
15570;Florida;84205.0;52.8;4.1
15571;Florida;82991.0;41.8;6.4
15572;Florida;79770.0;41.6;8.0
15573;Florida;55889.0;35.8;6.4
15574;Florida;;;
15575;Florida;;;
15576;Florida;;100.0;0.0
15577;Florida;;63.9;0.0
15578;Florida;;44.4;0.0
15579;Florida;;;
15580;Florida;;;
15581;Florida;;;
15582;Florida;;;
15583;Florida;39967.0;25.3;6.9
15584;Florida;39883.0;28.5;18.0
15585;Florida;35969.0;26.4;9.3
15586;Florida;34533.0;30.2;8.2
15587;Florida;33929.0;36.0;13.7
15588;Florida;39583.0;27.5;7.3
15589;Florida;41125.0;50.5;12.2
15590;Florida;32844.0;9.1;20.7
15591;Florida;26466.0;29.8;5.3
15592;Florida;40740.0;33.3;4.0
15593;Florida;138787.0;59.1;5.3
15594;Florida;102917.0;52.5;9.2
15595;Florida;77969.0;55.0;0.0
15596;Florida;76637.0;55.9;0.7
15597;Florida;34132.0;31.2;6.4
15598;Florida;46952.0;30.7;8.6
15599;Florida;44922.0;28.7;8.0
15600;Florida;39388.0;27.1;11.3
15601;Florida;37122.0;29.5;4.4
15602;Florida;53000.0;25.2;9.8
15603;Florida;68100.0;38.8;4.5
15604;Florida;72250.0;45.5;4.6
15605;Florida;37404.0;23.5;10.5
15606;Florida;46134.0;31.6;3.4
15607;Florida;60975.0;40.9;4.1
15608;Florida;75154.0;44.9;8.2
15609;Florida;41352.0;28.2;9.0
15610;Florida;43877.0;31.0;13.5
15611;Florida;43708.0;33.8;6.9
15612;Florida;42500.0;21.0;6.9
15613;Florida;43775.0;35.1;3.8
15614;Florida;43164.0;17.5;6.5
15615;Florida;39619.0;16.5;11.3
15616;Florida;;;
15617;Florida;;;
15618;Florida;36925.0;29.3;12.9
15619;Florida;30381.0;24.0;11.7
15620;Florida;42170.0;31.7;14.9
15621;Florida;39600.0;20.4;6.0
15622;Florida;42434.0;29.9;15.6
15623;Florida;21162.0;36.2;16.4
15624;Florida;51910.0;31.0;8.6
15625;Florida;39750.0;31.2;10.3
15626;Florida;35566.0;20.8;13.2
15627;Florida;38726.0;31.8;6.8
15628;Florida;36902.0;26.2;4.1
15629;Florida;44864.0;40.7;11.3
15630;Florida;40822.0;45.2;7.3
15631;Florida;54078.0;37.2;3.0
15632;Florida;;;
15633;Florida;42015.0;26.8;10.1
15634;Florida;39688.0;33.8;13.4
15635;Florida;31384.0;19.4;12.5
15636;Florida;37950.0;31.4;13.6
15637;Florida;50068.0;27.6;9.1
15638;Florida;37813.0;20.6;11.3
15639;Florida;41438.0;24.5;13.7
15640;Florida;66553.0;33.4;5.7
15641;Florida;65433.0;43.6;3.3
15642;Florida;37875.0;32.5;7.0
15643;Florida;30099.0;13.9;12.4
15644;Florida;50599.0;34.9;0.8
15645;Florida;63981.0;31.5;2.8
15646;Florida;22262.0;29.5;7.4
15647;Florida;47843.0;39.2;7.6
15648;Florida;41172.0;27.6;4.6
15649;Florida;38112.0;24.0;5.0
15650;Florida;38494.0;16.6;15.2
15651;Florida;41549.0;31.9;4.8
15652;Florida;37963.0;18.8;11.6
15653;Florida;41070.0;28.0;5.4
15654;Florida;38104.0;21.6;10.2
15655;Florida;50579.0;40.5;3.6
15656;Florida;38340.0;25.3;1.9
15657;Florida;69500.0;44.6;4.3
15658;Florida;41949.0;22.9;7.4
15659;Florida;40610.0;19.1;12.8
15660;Florida;35573.0;19.5;4.7
15661;Florida;37361.0;19.8;12.0
15662;Florida;37212.0;29.4;2.0
15663;Florida;27563.0;20.0;15.3
15664;Florida;44740.0;34.5;1.9
15665;Florida;48917.0;36.0;8.7
15666;Florida;37484.0;26.3;9.0
15667;Florida;40057.0;26.7;4.6
15668;Florida;41266.0;24.0;10.5
15669;Florida;42212.0;23.4;5.2
15670;Florida;37761.0;36.2;10.1
15671;Florida;73603.0;36.4;6.1
15672;Florida;48929.0;29.5;3.9
15673;Florida;61630.0;54.1;7.0
15674;Florida;43709.0;33.6;8.3
15675;Florida;61995.0;29.1;5.2
15676;Florida;51608.0;29.6;11.5
15677;Florida;48460.0;30.3;8.3
15678;Florida;59226.0;29.0;5.1
15679;Florida;49000.0;38.7;5.5
15680;Florida;53602.0;18.1;6.7
15681;Florida;58577.0;29.4;9.2
15682;Florida;41184.0;17.9;6.4
15683;Florida;74559.0;36.7;11.7
15684;Florida;40898.0;31.1;7.5
15685;Florida;78530.0;37.5;8.6
15686;Florida;58701.0;48.8;4.9
15687;Florida;62785.0;42.0;2.0
15688;Florida;59692.0;34.3;6.9
15689;Florida;80507.0;39.0;4.0
15690;Florida;52456.0;29.3;6.9
15691;Florida;39375.0;16.7;5.2
15692;Florida;25149.0;4.8;6.4
15693;Florida;41464.0;19.7;9.7
15694;Florida;44196.0;16.8;9.7
15695;Florida;24428.0;32.5;13.1
15696;Florida;35581.0;18.8;12.2
15697;Florida;26932.0;11.7;5.5
15698;Florida;28298.0;21.0;10.5
15699;Florida;21743.0;6.1;11.6
15700;Florida;44183.0;52.8;6.9
15701;Florida;94034.0;58.8;1.9
15702;Florida;50799.0;38.9;4.6
15703;Florida;22588.0;14.2;16.8
15704;Florida;28912.0;26.5;12.6
15705;Florida;39617.0;29.1;4.3
15706;Florida;60271.0;39.9;3.4
15707;Florida;33578.0;17.5;1.2
15708;Florida;37220.0;27.8;6.5
15709;Florida;79570.0;52.6;3.5
15710;Florida;74205.0;47.3;0.0
15711;Florida;25845.0;32.3;8.2
15712;Florida;55902.0;32.3;4.1
15713;Florida;41271.0;28.6;7.8
15714;Florida;42127.0;36.6;3.2
15715;Florida;52532.0;39.0;6.4
15716;Florida;52668.0;35.3;1.5
15717;Florida;54143.0;49.0;7.6
15718;Florida;46907.0;31.8;7.1
15719;Florida;62951.0;46.9;2.6
15720;Florida;60972.0;53.0;3.2
15721;Florida;84500.0;61.8;0.0
15722;Florida;47438.0;25.6;8.5
15723;Florida;78690.0;50.2;5.4
15724;Florida;49750.0;42.8;15.3
15725;Florida;38967.0;12.0;10.0
15726;Florida;65417.0;47.4;0.0
15727;Florida;58380.0;52.6;3.1
15728;Florida;50824.0;28.9;10.3
15729;Florida;56394.0;25.0;7.0
15730;Florida;50820.0;71.0;0.0
15731;Florida;48525.0;25.5;6.6
15732;Florida;55859.0;26.5;9.6
15733;Florida;84474.0;39.0;0.0
15734;Florida;60329.0;41.7;4.8
15735;Florida;49476.0;33.3;9.1
15736;Florida;50970.0;22.5;9.5
15737;Florida;46913.0;37.1;11.0
15738;Florida;42039.0;25.8;10.6
15739;Florida;57228.0;31.1;12.1
15740;Florida;51589.0;24.9;6.1
15741;Florida;51815.0;31.5;4.5
15742;Florida;49986.0;25.0;9.0
15743;Florida;41968.0;19.6;16.7
15744;Florida;50560.0;22.6;7.7
15745;Florida;50107.0;30.4;12.9
15746;Florida;69517.0;27.9;1.9
15747;Florida;62225.0;33.5;6.2
15748;Florida;63441.0;34.6;5.0
15749;Florida;70497.0;30.9;4.9
15750;Florida;51031.0;31.1;8.4
15751;Florida;50049.0;26.4;4.9
15752;Florida;58722.0;28.4;11.7
15753;Florida;50754.0;20.9;6.8
15754;Florida;54663.0;25.3;3.1
15755;Florida;34038.0;24.6;7.1
15756;Florida;67261.0;42.3;7.0
15757;Florida;46452.0;32.9;5.8
15758;Florida;47993.0;36.2;6.9
15759;Florida;31198.0;22.1;6.6
15760;Florida;57333.0;45.6;10.2
15761;Florida;53619.0;37.0;8.9
15762;Florida;37669.0;20.3;10.2
15763;Florida;48750.0;26.6;13.7
15764;Florida;67727.0;29.3;6.0
15765;Florida;30449.0;12.2;17.8
15766;Florida;55541.0;32.3;5.8
15767;Florida;30539.0;26.3;9.0
15768;Florida;39658.0;23.8;8.8
15769;Florida;29306.0;25.6;5.6
15770;Florida;49915.0;37.2;5.1
15771;Florida;28596.0;10.5;19.1
15772;Florida;73470.0;36.7;6.1
15773;Florida;83421.0;50.0;4.8
15774;Florida;45486.0;22.9;4.2
15775;Florida;67847.0;29.0;6.1
15776;Florida;39779.0;24.9;10.4
15777;Florida;73750.0;30.3;3.5
15778;Florida;69830.0;47.2;3.2
15779;Florida;38546.0;20.6;7.6
15780;Florida;71375.0;38.7;8.3
15781;Florida;81036.0;64.5;14.3
15782;Florida;81103.0;48.5;7.6
15783;Florida;106688.0;35.7;3.1
15784;Florida;64798.0;53.1;11.5
15785;Florida;67083.0;27.7;9.5
15786;Florida;100585.0;50.5;3.5
15787;Florida;82286.0;58.2;6.1
15788;Florida;79688.0;42.6;5.6
15789;Florida;96667.0;62.7;4.1
15790;Florida;60488.0;28.8;2.8
15791;Florida;51091.0;22.1;9.6
15792;Florida;32500.0;11.0;11.5
15793;Florida;53880.0;38.9;4.0
15794;Florida;38882.0;20.1;9.7
15795;Florida;55476.0;21.9;3.0
15796;Florida;42076.0;12.0;7.3
15797;Florida;43359.0;22.8;8.4
15798;Florida;54208.0;26.4;6.7
15799;Florida;45543.0;21.9;3.7
15800;Florida;74653.0;46.9;10.8
15801;Florida;51911.0;23.0;4.6
15802;Florida;53098.0;38.3;7.3
15803;Florida;60909.0;29.6;7.9
15804;Florida;44875.0;21.7;5.6
15805;Florida;46042.0;19.6;3.3
15806;Florida;44458.0;20.8;8.9
15807;Florida;48594.0;18.8;5.8
15808;Florida;29477.0;14.1;6.9
15809;Florida;29516.0;18.3;5.3
15810;Florida;44493.0;20.2;10.4
15811;Florida;46686.0;23.7;8.9
15812;Florida;49130.0;29.0;5.5
15813;Florida;35403.0;20.9;7.8
15814;Florida;49531.0;23.8;13.2
15815;Florida;48828.0;17.3;16.5
15816;Florida;49167.0;26.6;17.6
15817;Florida;68625.0;31.9;4.1
15818;Florida;44042.0;23.3;11.8
15819;Florida;75515.0;53.3;4.9
15820;Florida;57112.0;44.2;9.7
15821;Florida;61075.0;36.8;1.2
15822;Florida;79597.0;40.4;5.2
15823;Florida;45588.0;17.8;5.2
15824;Florida;62262.0;29.4;2.7
15825;Florida;88036.0;45.4;2.7
15826;Florida;54766.0;28.6;5.5
15827;Florida;60192.0;22.6;7.0
15828;Florida;130938.0;55.1;0.0
15829;Florida;61346.0;34.2;7.1
15830;Florida;117329.0;62.2;4.7
15831;Florida;57682.0;37.2;7.3
15832;Florida;89568.0;46.2;9.1
15833;Florida;86296.0;55.6;6.2
15834;Florida;40797.0;23.6;5.4
15835;Florida;61913.0;43.8;7.3
15836;Florida;70875.0;22.2;4.9
15837;Florida;49892.0;13.5;4.3
15838;Florida;54583.0;23.1;3.1
15839;Florida;60579.0;39.3;9.7
15840;Florida;63191.0;33.1;6.8
15841;Florida;40250.0;13.9;3.1
15842;Florida;57440.0;25.9;1.7
15843;Florida;71346.0;46.2;9.9
15844;Florida;63800.0;42.4;0.0
15845;Florida;62378.0;51.5;8.2
15846;Florida;64107.0;63.1;3.9
15847;Florida;40396.0;34.4;8.2
15848;Florida;45966.0;39.9;4.9
15849;Florida;50757.0;50.9;7.3
15850;Florida;;15.8;11.6
15851;Florida;96023.0;61.0;5.9
15852;Florida;112946.0;47.8;7.4
15853;Florida;104628.0;53.3;4.8
15854;Florida;36731.0;51.2;2.6
15855;Florida;59861.0;27.5;5.5
15856;Florida;;;
15857;Florida;;;
15858;Florida;47615.0;62.6;7.1
15859;Florida;60400.0;68.9;7.4
15860;Florida;56993.0;67.9;4.4
15861;Florida;36855.0;42.4;10.4
15862;Florida;27071.0;26.1;29.5
15863;Florida;11039.0;28.3;17.6
15864;Florida;24231.0;26.4;23.6
15865;Florida;43750.0;40.3;2.6
15866;Florida;60667.0;69.4;5.4
15867;Florida;51736.0;59.8;3.8
15868;Florida;43571.0;52.2;4.3
15869;Florida;46687.0;58.7;3.6
15870;Florida;48902.0;48.8;5.0
15871;Florida;25208.0;34.9;19.9
15872;Florida;42500.0;23.3;16.5
15873;Florida;24250.0;19.5;14.4
15874;Florida;37250.0;46.0;11.0
15875;Florida;20161.0;23.2;7.7
15876;Florida;;16.9;40.4
15877;Florida;18630.0;36.0;15.0
15878;Florida;16313.0;22.5;18.1
15879;Florida;46875.0;38.4;9.9
15880;Florida;40764.0;46.9;10.8
15881;Florida;83576.0;61.5;0.9
15882;Florida;87056.0;65.7;3.3
15883;Florida;34123.0;34.2;18.7
15884;Florida;35260.0;36.8;7.8
15885;Florida;24500.0;36.7;11.9
15886;Florida;27156.0;25.4;14.1
15887;Florida;31406.0;14.6;24.4
15888;Florida;18309.0;25.5;14.6
15889;Florida;14113.0;27.8;18.0
15890;Florida;21088.0;31.9;17.5
15891;Florida;40720.0;33.6;6.2
15892;Florida;32057.0;38.6;7.0
15893;Florida;25552.0;27.1;12.3
15894;Florida;37468.0;36.1;12.7
15895;Florida;51429.0;44.5;4.5
15896;Florida;64886.0;48.5;9.9
15897;Florida;39706.0;26.2;16.5
15898;Florida;51848.0;43.6;4.9
15899;Florida;70268.0;29.6;4.6
15900;Florida;58989.0;38.6;3.6
15901;Florida;36417.0;39.8;14.1
15902;Florida;45871.0;49.0;9.3
15903;Florida;89544.0;55.7;1.1
15904;Florida;59000.0;55.0;5.2
15905;Florida;70962.0;38.4;11.7
15906;Florida;91786.0;58.3;3.7
15907;Florida;119600.0;55.1;3.6
15908;Florida;73542.0;63.8;6.5
15909;Florida;77868.0;53.7;5.1
15910;Florida;138603.0;76.3;2.0
15911;Florida;124189.0;73.4;4.1
15912;Florida;57979.0;44.5;6.5
15913;Florida;89500.0;43.1;5.0
15914;Florida;84471.0;51.4;3.8
15915;Florida;42737.0;35.9;6.6
15916;Florida;70000.0;56.4;5.9
15917;Florida;85395.0;62.8;15.1
15918;Florida;94441.0;51.8;7.9
15919;Florida;99425.0;60.1;4.8
15920;Florida;42642.0;23.5;12.2
15921;Florida;54763.0;36.4;8.4
15922;Florida;106037.0;66.1;4.6
15923;Florida;79448.0;48.0;0.4
15924;Florida;44641.0;28.5;14.3
15925;Florida;50063.0;24.6;5.3
15926;Florida;31094.0;28.0;12.3
15927;Florida;36846.0;25.3;11.8
15928;Florida;32433.0;21.9;7.8
15929;Florida;38438.0;29.2;4.1
15930;Florida;33146.0;23.7;9.4
15931;Florida;33125.0;28.6;9.1
15932;Florida;44483.0;23.3;5.2
15933;Florida;38237.0;20.0;6.4
15934;Florida;29492.0;14.9;9.1
15935;Florida;;;
15936;Florida;38429.0;36.6;6.1
15937;Florida;33768.0;17.4;11.6
15938;Florida;38919.0;34.8;0.3
15939;Florida;26705.0;29.3;10.3
15940;Florida;36324.0;32.9;8.7
15941;Florida;27375.0;17.2;12.3
15942;Florida;41338.0;29.1;6.2
15943;Florida;31750.0;36.0;5.4
15944;Florida;34785.0;23.7;16.1
15945;Florida;25519.0;8.5;13.3
15946;Florida;38523.0;11.3;8.5
15947;Florida;34878.0;19.4;3.5
15948;Florida;33350.0;25.4;9.4
15949;Florida;42436.0;25.0;10.5
15950;Florida;31468.0;12.3;5.3
15951;Florida;26219.0;12.2;16.0
15952;Florida;39938.0;17.5;14.3
15953;Florida;37398.0;24.8;15.2
15954;Florida;36353.0;17.0;6.4
15955;Florida;31659.0;12.5;7.5
15956;Florida;79519.0;41.0;4.9
15957;Florida;57019.0;29.7;7.1
15958;Florida;45352.0;31.9;7.8
15959;Florida;54444.0;33.8;8.7
15960;Florida;45361.0;24.5;3.9
15961;Florida;51406.0;20.7;3.7
15962;Florida;50521.0;38.2;7.8
15963;Florida;42016.0;26.0;8.8
15964;Florida;40833.0;39.5;9.9
15965;Florida;36319.0;18.3;2.8
15966;Florida;27954.0;12.5;9.0
15967;Florida;36429.0;24.7;2.1
15968;Florida;33138.0;11.9;7.9
15969;Florida;34464.0;23.2;7.6
15970;Florida;50101.0;30.5;7.3
15971;Florida;66154.0;32.1;2.9
15972;Florida;57150.0;30.0;10.0
15973;Florida;57384.0;49.2;3.4
15974;Florida;51776.0;53.6;15.7
15975;Florida;62037.0;32.5;2.8
15976;Florida;80521.0;48.6;3.6
15977;Florida;54727.0;24.9;2.4
15978;Florida;51096.0;36.7;9.0
15979;Florida;44464.0;25.4;7.3
15980;Florida;49702.0;27.9;3.6
15981;Florida;46063.0;33.4;6.7
15982;Florida;43890.0;26.5;5.6
15983;Florida;46065.0;24.6;18.4
15984;Florida;54401.0;37.3;6.7
15985;Florida;72298.0;45.6;5.3
15986;Florida;56484.0;38.4;5.0
15987;Florida;74955.0;46.6;4.0
15988;Florida;51528.0;33.8;8.9
15989;Florida;47000.0;31.9;7.3
15990;Florida;39764.0;34.2;5.5
15991;Florida;56462.0;27.2;8.7
15992;Florida;42356.0;21.4;5.3
15993;Florida;41705.0;17.4;4.6
15994;Florida;51604.0;25.7;10.7
15995;Florida;52982.0;25.8;10.1
15996;Florida;49485.0;37.2;2.7
15997;Florida;66125.0;52.2;6.1
15998;Florida;73553.0;61.6;9.7
15999;Florida;58079.0;42.9;7.4
16000;Florida;41064.0;30.5;7.3
16001;Florida;55352.0;36.3;4.6
16002;Florida;46856.0;29.7;5.2
16003;Florida;76386.0;30.8;2.6
16004;Florida;70787.0;43.3;8.1
16005;Florida;78250.0;35.4;5.4
16006;Florida;75000.0;42.5;3.2
16007;Florida;91250.0;42.3;6.7
16008;Florida;73846.0;28.0;1.9
16009;Florida;66726.0;46.0;6.2
16010;Florida;76818.0;44.9;4.2
16011;Florida;88538.0;45.2;2.0
16012;Florida;84170.0;46.8;6.3
16013;Florida;79045.0;22.4;1.2
16014;Florida;52331.0;37.3;4.7
16015;Florida;71250.0;40.2;3.2
16016;Florida;91296.0;45.2;6.0
16017;Florida;98088.0;56.2;3.1
16018;Florida;98688.0;53.7;4.0
16019;Florida;120810.0;62.1;1.3
16020;Florida;70505.0;52.1;7.1
16021;Florida;;;
16022;Florida;57400.0;42.0;7.1
16023;Florida;32668.0;18.4;12.1
16024;Florida;63021.0;35.7;2.8
16025;Florida;25488.0;20.8;14.4
16026;Florida;42415.0;27.7;18.6
16027;Florida;31991.0;8.8;10.9
16028;Florida;39606.0;9.9;15.5
16029;Florida;27813.0;37.2;22.0
16030;Florida;25938.0;22.3;17.3
16031;Florida;32480.0;28.8;5.1
16032;Florida;31719.0;16.1;10.4
16033;Florida;28635.0;14.8;3.6
16034;Florida;36961.0;16.4;1.1
16035;Florida;50993.0;31.0;3.3
16036;Florida;48988.0;23.2;10.2
16037;Florida;51991.0;32.2;8.4
16038;Florida;33911.0;24.3;3.1
16039;Florida;36308.0;19.5;4.6
16040;Florida;37095.0;19.4;14.2
16041;Florida;50929.0;24.1;6.3
16042;Florida;43201.0;28.2;19.5
16043;Florida;53946.0;31.2;8.6
16044;Florida;54359.0;37.1;10.1
16045;Florida;40590.0;24.8;3.2
16046;Florida;42167.0;17.4;13.0
16047;Florida;51844.0;31.1;7.9
16048;Florida;42515.0;18.8;8.0
16049;Florida;36775.0;23.7;13.7
16050;Florida;31141.0;31.6;5.0
16051;Florida;39135.0;20.7;13.7
16052;Florida;40311.0;22.7;8.6
16053;Florida;42060.0;32.7;5.5
16054;Florida;48597.0;29.3;8.1
16055;Florida;45505.0;30.4;7.3
16056;Florida;27796.0;23.0;6.4
16057;Florida;31975.0;22.2;7.5
16058;Florida;25191.0;21.0;12.6
16059;Florida;33222.0;13.6;12.5
16060;Florida;23297.0;14.6;9.5
16061;Florida;16618.0;15.8;21.3
16062;Florida;43393.0;29.6;20.5
16063;Florida;26572.0;25.2;16.3
16064;Florida;31607.0;19.1;14.1
16065;Florida;57753.0;40.0;5.1
16066;Florida;42129.0;28.3;6.3
16067;Florida;62763.0;39.4;5.5
16068;Florida;59150.0;48.4;7.7
16069;Florida;41571.0;44.6;6.4
16070;Florida;56250.0;32.8;6.9
16071;Florida;42557.0;40.2;9.6
16072;Florida;67788.0;45.4;7.4
16073;Florida;43338.0;49.2;8.9
16074;Florida;41113.0;27.0;13.9
16075;Florida;37150.0;20.0;15.1
16076;Florida;34607.0;23.6;2.6
16077;Florida;37076.0;25.5;20.8
16078;Florida;52250.0;32.9;6.9
