;state;population
8162;California;3273
8163;California;5504
8164;California;5339
8165;California;5876
8166;California;3538
8167;California;7463
8168;California;4510
8169;California;6091
8170;California;4807
8171;California;2353
8172;California;6574
8173;California;5719
8174;California;6021
8175;California;3244
8176;California;7513
8177;California;5038
8178;California;3265
8179;California;6340
8180;California;5465
8181;California;7706
8182;California;12145
8183;California;5951
8184;California;5845
8185;California;6284
8186;California;3622
8187;California;5904
8188;California;4445
8189;California;8098
8190;California;9034
8191;California;6272
8192;California;6754
8193;California;8321
8194;California;11285
8195;California;6051
8196;California;3393
8197;California;2658
8198;California;4771
8199;California;4809
8200;California;6528
8201;California;4701
8202;California;6699
8203;California;5609
8204;California;7371
8205;California;1969
8206;California;4796
8207;California;4206
8208;California;2401
8209;California;5290
8210;California;4299
8211;California;3308
8212;California;3539
8213;California;3312
8214;California;5235
8215;California;2483
8216;California;4950
8217;California;3463
8218;California;8992
8219;California;4514
8220;California;5665
8221;California;3293
8222;California;5334
8223;California;3463
8224;California;3189
8225;California;3219
8226;California;3216
8227;California;4338
8228;California;4363
8229;California;3194
8230;California;3579
8231;California;1599
8232;California;4927
8233;California;5019
8234;California;11053
8235;California;9094
8236;California;12266
8237;California;12660
8238;California;7062
8239;California;4340
8240;California;3791
8241;California;4337
8242;California;8970
8243;California;5210
8244;California;4707
8245;California;5099
8246;California;3447
8247;California;14535
8248;California;5244
8249;California;5395
8250;California;5529
8251;California;5710
8252;California;6760
8253;California;3750
8254;California;7960
8255;California;2176
8256;California;10369
8257;California;5991
8258;California;7465
8259;California;6620
8260;California;6286
8261;California;2629
8262;California;7463
8263;California;8088
8264;California;1908
8265;California;2160
8266;California;4571
8267;California;3230
8268;California;4249
8269;California;5135
8270;California;8294
8271;California;8183
8272;California;4972
8273;California;5750
8274;California;10642
8275;California;5585
8276;California;7024
8277;California;5584
8278;California;6063
8279;California;7231
8280;California;7474
8281;California;6215
8282;California;5838
8283;California;7882
8284;California;5352
8285;California;6359
8286;California;3530
8287;California;5415
8288;California;4480
8289;California;4570
8290;California;7067
8291;California;3785
8292;California;5198
8293;California;6566
8294;California;8103
8295;California;11051
8296;California;9659
8297;California;8862
8298;California;5706
8299;California;11413
8300;California;4936
8301;California;8953
8302;California;8897
8303;California;5269
8304;California;3906
8305;California;8995
8306;California;5368
8307;California;7844
8308;California;7395
8309;California;5576
8310;California;6902
8311;California;5433
8312;California;4041
8313;California;5076
8314;California;2728
8315;California;4179
8316;California;6440
8317;California;5290
8318;California;9037
8319;California;7782
8320;California;4689
8321;California;6614
8322;California;2860
8323;California;2998
8324;California;3447
8325;California;2468
8326;California;4330
8327;California;3729
8328;California;3860
8329;California;2779
8330;California;3802
8331;California;8688
8332;California;6904
8333;California;2556
8334;California;3002
8335;California;3770
8336;California;3791
8337;California;8653
8338;California;3039
8339;California;6180
8340;California;6828
8341;California;6795
8342;California;5426
8343;California;7248
8344;California;3146
8345;California;7649
8346;California;4434
8347;California;4069
8348;California;3805
8349;California;4843
8350;California;3101
8351;California;5380
8352;California;6526
8353;California;3175
8354;California;5228
8355;California;4639
8356;California;5633
8357;California;5918
8358;California;1014
8359;California;4570
8360;California;4556
8361;California;4069
8362;California;3385
8363;California;9819
8364;California;6580
8365;California;1913
8366;California;3366
8367;California;3044
8368;California;5918
8369;California;2875
8370;California;6188
8371;California;4685
8372;California;5531
8373;California;4266
8374;California;1337
8375;California;1550
8376;California;6194
8377;California;7216
8378;California;4033
8379;California;6091
8380;California;3763
8381;California;5945
8382;California;2244
8383;California;5627
8384;California;1526
8385;California;1439
8386;California;4026
8387;California;3607
8388;California;4351
8389;California;5640
8390;California;2715
8391;California;3657
8392;California;1737
8393;California;2983
8394;California;1767
8395;California;1993
8396;California;1531
8397;California;5191
8398;California;5593
8399;California;4375
8400;California;7076
8401;California;4857
8402;California;4588
8403;California;3283
8404;California;4399
8405;California;2305
8406;California;5402
8407;California;3995
8408;California;4562
8409;California;3462
8410;California;5170
8411;California;3686
8412;California;3226
8413;California;3701
8414;California;3555
8415;California;2426
8416;California;3121
8417;California;3056
8418;California;3488
8419;California;6783
8420;California;3564
8421;California;5295
8422;California;1928
8423;California;1848
8424;California;1453
8425;California;3876
8426;California;2752
8427;California;2853
8428;California;5019
8429;California;6569
8430;California;1577
8431;California;2126
8432;California;2602
8433;California;3223
8434;California;5390
8435;California;5667
8436;California;2359
8437;California;5864
8438;California;5082
8439;California;10346
8440;California;2233
8441;California;8120
8442;California;2285
8443;California;5645
8444;California;7215
8445;California;5775
8446;California;4658
8447;California;4336
8448;California;2826
8449;California;10300
8450;California;5639
8451;California;3656
8452;California;13083
8453;California;6884
8454;California;2593
8455;California;2904
8456;California;5222
8457;California;5969
8458;California;2594
8459;California;9944
8460;California;5107
8461;California;6919
8462;California;1484
8463;California;3178
8464;California;1725
8465;California;3428
8466;California;3364
8467;California;3717
8468;California;5121
8469;California;7402
8470;California;7279
8471;California;3651
8472;California;7958
8473;California;3526
8474;California;3753
8475;California;4392
8476;California;6819
8477;California;1571
8478;California;1634
8479;California;1911
8480;California;1799
8481;California;13618
8482;California;7415
8483;California;4279
8484;California;6943
8485;California;4824
8486;California;4605
8487;California;4054
8488;California;7836
8489;California;10159
8490;California;5169
8491;California;3876
8492;California;7900
8493;California;8407
8494;California;8663
8495;California;4648
8496;California;12434
8497;California;10719
8498;California;15107
8499;California;7288
8500;California;12921
8501;California;5024
8502;California;7124
8503;California;4002
8504;California;9489
8505;California;6949
8506;California;151
8507;California;6280
8508;California;2049
8509;California;3065
8510;California;2621
8511;California;2537
8512;California;1943
8513;California;3723
8514;California;1866
8515;California;2375
8516;California;3294
8517;California;3813
8518;California;4888
8519;California;0
8520;California;6013
8521;California;3798
8522;California;3808
8523;California;3176
8524;California;3890
8525;California;3182
8526;California;1121
8527;California;2547
8528;California;1567
8529;California;2204
8530;California;3290
8531;California;3027
8532;California;2526
8533;California;4677
8534;California;6182
8535;California;5304
8536;California;4719
8537;California;3004
8538;California;2446
8539;California;2309
8540;California;4460
8541;California;3280
8542;California;4571
8543;California;1559
8544;California;2642
8545;California;3440
8546;California;3552
8547;California;4962
8548;California;7798
8549;California;3608
8550;California;2980
8551;California;5156
8552;California;3141
8553;California;5421
8554;California;4367
8555;California;4173
8556;California;2611
8557;California;2780
8558;California;3042
8559;California;4136
8560;California;5764
8561;California;3450
8562;California;5622
8563;California;6399
8564;California;4199
8565;California;5215
8566;California;3723
8567;California;5079
8568;California;5544
8569;California;3021
8570;California;3361
8571;California;5338
8572;California;5853
8573;California;5867
8574;California;5532
8575;California;9178
8576;California;3893
8577;California;4551
8578;California;3527
8579;California;5333
8580;California;8043
8581;California;5119
8582;California;3394
8583;California;5553
8584;California;5816
8585;California;4762
8586;California;7367
8587;California;5714
8588;California;7099
8589;California;3187
8590;California;8690
8591;California;6679
8592;California;4134
8593;California;4868
8594;California;3408
8595;California;3460
8596;California;4316
8597;California;1933
8598;California;1354
8599;California;2521
8600;California;2390
8601;California;5313
8602;California;5603
8603;California;5597
8604;California;3535
8605;California;3287
8606;California;2010
8607;California;4814
8608;California;4874
8609;California;3656
8610;California;4295
8611;California;3087
8612;California;4737
8613;California;5457
8614;California;3660
8615;California;2487
8616;California;6510
8617;California;2118
8618;California;4757
8619;California;4263
8620;California;4819
8621;California;2568
8622;California;5287
8623;California;3616
8624;California;7194
8625;California;3478
8626;California;5498
8627;California;5639
8628;California;6767
8629;California;6925
8630;California;9039
8631;California;6998
8632;California;7640
8633;California;4668
8634;California;4742
8635;California;7327
8636;California;5538
8637;California;3845
8638;California;6665
8639;California;3377
8640;California;3284
8641;California;7869
8642;California;5086
8643;California;6130
8644;California;3194
8645;California;5171
8646;California;998
8647;California;4449
8648;California;322
8649;California;7700
8650;California;4168
8651;California;8112
8652;California;6711
8653;California;8407
8654;California;3580
8655;California;3845
8656;California;4958
8657;California;4370
8658;California;4505
8659;California;4610
8660;California;3504
8661;California;5071
8662;California;6539
8663;California;5256
8664;California;8702
8665;California;7354
8666;California;4223
8667;California;3218
8668;California;4281
8669;California;3295
8670;California;9305
8671;California;2387
8672;California;5162
8673;California;3929
8674;California;2254
8675;California;7216
8676;California;3498
8677;California;5197
8678;California;8398
8679;California;3552
8680;California;5143
8681;California;7925
8682;California;6546
8683;California;4992
8684;California;2124
8685;California;6858
8686;California;5060
8687;California;6395
8688;California;4339
8689;California;5391
8690;California;4828
8691;California;4903
8692;California;5399
8693;California;4362
8694;California;3787
8695;California;4187
8696;California;5363
8697;California;3274
8698;California;4838
8699;California;4486
8700;California;5042
8701;California;6823
8702;California;3776
8703;California;2195
8704;California;6065
8705;California;4387
8706;California;3481
8707;California;4845
8708;California;5302
8709;California;5460
8710;California;2273
8711;California;3118
8712;California;3836
8713;California;5253
8714;California;3803
8715;California;3142
8716;California;4867
8717;California;4348
8718;California;2472
8719;California;2425
8720;California;3665
8721;California;3801
8722;California;3178
8723;California;6864
8724;California;3645
8725;California;3889
8726;California;2724
8727;California;7563
8728;California;4784
8729;California;4496
8730;California;5769
8731;California;4294
8732;California;4648
8733;California;4090
8734;California;5781
8735;California;2943
8736;California;5704
8737;California;6340
8738;California;3387
8739;California;6467
8740;California;4620
8741;California;2201
8742;California;2664
8743;California;4104
8744;California;7492
8745;California;4847
8746;California;4789
8747;California;4424
8748;California;3403
8749;California;6991
8750;California;2667
8751;California;4880
8752;California;3750
8753;California;7282
8754;California;4091
8755;California;4806
8756;California;5259
8757;California;5381
8758;California;2423
8759;California;3814
8760;California;2495
8761;California;2791
8762;California;4242
8763;California;3669
8764;California;3337
8765;California;5633
8766;California;2710
8767;California;5098
8768;California;5047
8769;California;4175
8770;California;3341
8771;California;2394
8772;California;4099
8773;California;3260
8774;California;3973
8775;California;5109
8776;California;1766
8777;California;5507
8778;California;4004
8779;California;3777
8780;California;5645
8781;California;6344
8782;California;2304
8783;California;7775
8784;California;6786
8785;California;7241
8786;California;6034
8787;California;4874
8788;California;6630
8789;California;2325
8790;California;4985
8791;California;4994
8792;California;6104
8793;California;13878
8794;California;5788
8795;California;2942
8796;California;844
8797;California;4978
8798;California;5309
8799;California;2336
8800;California;3817
8801;California;7341
8802;California;1340
8803;California;1966
8804;California;5344
8805;California;2294
8806;California;10425
8807;California;1940
8808;California;3074
8809;California;7893
8810;California;3099
8811;California;2460
8812;California;6511
8813;California;7309
8814;California;8578
8815;California;5591
8816;California;6645
8817;California;3576
8818;California;5274
8819;California;7202
8820;California;7964
8821;California;5932
8822;California;3651
8823;California;4976
8824;California;8107
8825;California;7533
8826;California;10900
8827;California;7335
8828;California;3839
8829;California;4953
8830;California;6300
8831;California;7880
8832;California;6542
8833;California;9267
8834;California;3678
8835;California;1517
8836;California;4008
8837;California;5551
8838;California;4800
8839;California;6445
8840;California;4571
8841;California;6054
8842;California;6039
8843;California;6920
8844;California;8618
8845;California;4303
8846;California;5187
8847;California;3069
8848;California;2665
8849;California;4688
8850;California;6712
8851;California;6648
8852;California;2979
8853;California;5179
8854;California;6872
8855;California;2458
8856;California;11410
8857;California;7386
8858;California;12396
8859;California;7127
8860;California;4770
8861;California;4606
8862;California;4113
8863;California;4954
8864;California;4741
8865;California;5059
8866;California;9364
8867;California;7735
8868;California;5835
8869;California;6283
8870;California;4340
8871;California;4265
8872;California;6008
8873;California;4179
8874;California;4486
8875;California;5143
8876;California;5591
8877;California;4516
8878;California;3931
8879;California;3092
8880;California;6201
8881;California;3660
8882;California;3370
8883;California;3932
8884;California;3362
8885;California;4332
8886;California;3610
8887;California;5350
8888;California;4883
8889;California;3947
8890;California;3863
8891;California;6690
8892;California;5281
8893;California;4118
8894;California;4204
8895;California;4862
8896;California;4403
8897;California;3747
8898;California;5651
8899;California;5475
8900;California;4300
8901;California;4792
8902;California;5927
8903;California;5000
8904;California;4443
8905;California;4241
8906;California;4578
8907;California;4170
8908;California;6032
8909;California;3615
8910;California;5018
8911;California;2650
8912;California;4139
8913;California;4148
8914;California;5941
8915;California;5564
8916;California;5291
8917;California;5697
8918;California;5033
8919;California;6301
8920;California;6909
8921;California;3179
8922;California;5332
8923;California;4877
8924;California;4500
8925;California;5149
8926;California;5230
8927;California;3708
8928;California;5183
8929;California;4549
8930;California;10546
8931;California;6036
8932;California;9257
8933;California;10551
8934;California;4292
8935;California;4266
8936;California;4726
8937;California;5096
8938;California;3780
8939;California;5667
8940;California;5500
8941;California;5237
8942;California;5336
8943;California;12809
8944;California;5441
8945;California;4979
8946;California;5634
8947;California;5095
8948;California;5908
8949;California;6485
8950;California;7664
8951;California;15944
8952;California;7030
8953;California;13532
8954;California;7665
8955;California;6062
8956;California;4687
8957;California;5205
8958;California;5454
8959;California;5520
8960;California;5148
8961;California;7085
8962;California;6810
8963;California;6992
8964;California;4926
8965;California;11071
8966;California;21264
8967;California;10540
8968;California;4237
8969;California;5582
8970;California;9449
8971;California;8264
8972;California;6634
8973;California;8837
8974;California;10003
8975;California;7369
8976;California;5842
8977;California;8076
8978;California;8259
8979;California;5646
8980;California;10497
8981;California;5083
8982;California;11332
8983;California;5630
8984;California;4012
8985;California;5771
8986;California;4467
8987;California;6323
8988;California;3352
8989;California;4827
8990;California;5772
8991;California;8368
8992;California;5152
8993;California;6051
8994;California;7451
8995;California;4090
8996;California;4695
8997;California;5393
8998;California;6088
8999;California;6890
9000;California;5743
9001;California;4320
9002;California;4714
9003;California;5038
9004;California;3826
9005;California;4545
9006;California;4760
9007;California;5566
9008;California;4923
9009;California;4691
9010;California;4649
9011;California;4335
9012;California;4865
9013;California;5407
9014;California;5285
9015;California;5940
9016;California;4471
9017;California;6121
9018;California;6118
9019;California;6441
9020;California;6240
9021;California;6862
9022;California;7066
9023;California;6242
9024;California;4843
9025;California;4124
9026;California;4169
9027;California;5992
9028;California;4933
9029;California;3982
9030;California;8272
9031;California;4900
9032;California;5720
9033;California;5130
9034;California;5920
9035;California;6826
9036;California;5529
9037;California;5778
9038;California;4981
9039;California;3306
9040;California;7142
9041;California;8061
9042;California;4387
9043;California;5383
9044;California;7144
9045;California;8585
9046;California;6753
9047;California;1911
9048;California;3977
9049;California;8858
9050;California;3981
9051;California;5043
9052;California;4402
9053;California;5870
9054;California;10028
9055;California;3095
9056;California;5010
9057;California;8179
9058;California;4755
9059;California;6019
9060;California;3532
9061;California;4546
9062;California;7306
9063;California;3858
9064;California;3140
9065;California;3973
9066;California;3311
9067;California;2306
9068;California;6686
9069;California;5292
9070;California;6602
9071;California;9466
9072;California;5128
9073;California;4907
9074;California;5540
9075;California;7795
9076;California;3934
9077;California;2903
9078;California;4022
9079;California;6804
9080;California;4530
9081;California;7476
9082;California;4809
9083;California;5290
9084;California;5583
9085;California;8074
9086;California;4407
9087;California;6715
9088;California;7218
9089;California;7762
9090;California;3341
9091;California;4987
9092;California;6526
9093;California;2952
9094;California;10141
9095;California;6802
9096;California;5882
9097;California;2836
9098;California;8004
9099;California;6504
9100;California;4022
9101;California;7470
9102;California;8490
9103;California;4945
9104;California;13147
9105;California;4366
9106;California;3787
9107;California;5114
9108;California;6096
9109;California;2003
9110;California;7583
9111;California;7726
9112;California;6237
9113;California;17916
9114;California;8743
9115;California;10331
9116;California;7273
9117;California;7936
9118;California;23877
9119;California;5634
9120;California;4286
9121;California;2468
9122;California;1513
9123;California;3793
9124;California;7227
9125;California;6117
9126;California;5277
9127;California;6598
9128;California;7266
9129;California;9907
9130;California;6293
9131;California;6594
9132;California;3791
9133;California;9115
9134;California;7154
9135;California;4562
9136;California;4974
9137;California;12885
9138;California;7421
9139;California;4355
9140;California;4839
9141;California;6019
9142;California;6511
9143;California;4896
9144;California;5101
9145;California;7423
9146;California;3468
9147;California;7187
9148;California;5158
9149;California;4850
9150;California;7253
9151;California;4795
9152;California;6125
9153;California;5795
9154;California;16279
9155;California;7456
9156;California;5168
9157;California;7983
9158;California;6705
9159;California;4336
9160;California;6035
9161;California;5619
9162;California;8371
9163;California;10822
9164;California;3586
9165;California;9482
9166;California;2897
9167;California;3403
9168;California;6676
9169;California;7692
9170;California;6819
9171;California;5176
9172;California;3295
9173;California;3029
9174;California;4734
9175;California;3854
9176;California;6670
9177;California;1691
9178;California;3375
9179;California;1953
9180;California;4055
9181;California;4927
9182;California;3037
9183;California;2720
9184;California;4209
9185;California;3191
9186;California;2341
9187;California;1575
9188;California;3363
9189;California;1919
9190;California;1359
9191;California;1432
9192;California;1442
9193;California;1044
9194;California;1100
9195;California;4888
9196;California;3365
9197;California;4165
9198;California;2157
9199;California;8737
9200;California;1538
9201;California;7496
9202;California;3138
9203;California;5906
9204;California;5689
9205;California;5511
9206;California;3815
9207;California;4760
9208;California;18959
9209;California;4603
9210;California;3342
9211;California;5008
9212;California;3852
9213;California;9053
9214;California;1351
9215;California;1209
9216;California;0
9217;California;4115
9218;California;2863
9219;California;2056
9220;California;5021
9221;California;5174
9222;California;3717
9223;California;3282
9224;California;3143
9225;California;4631
9226;California;4439
9227;California;5481
9228;California;4934
9229;California;3392
9230;California;6126
9231;California;6102
9232;California;3397
9233;California;3713
9234;California;4770
9235;California;4679
9236;California;5488
9237;California;3343
9238;California;3417
9239;California;2818
9240;California;4966
9241;California;3467
9242;California;5775
9243;California;3041
9244;California;7826
9245;California;4970
9246;California;5391
9247;California;5525
9248;California;6642
9249;California;5554
9250;California;4307
9251;California;6238
9252;California;7679
9253;California;4542
9254;California;5418
9255;California;5929
9256;California;4092
9257;California;4653
9258;California;3279
9259;California;4958
9260;California;3031
9261;California;5248
9262;California;5453
9263;California;7053
9264;California;4057
9265;California;9038
9266;California;5023
9267;California;4235
9268;California;5354
9269;California;5115
9270;California;3977
9271;California;6485
9272;California;4674
9273;California;6187
9274;California;3988
9275;California;3589
9276;California;7190
9277;California;4831
9278;California;5339
9279;California;3577
9280;California;6952
9281;California;5460
9282;California;4569
9283;California;3620
9284;California;6568
9285;California;6793
9286;California;5222
9287;California;3489
9288;California;4220
9289;California;4420
9290;California;5141
9291;California;3719
9292;California;4684
9293;California;4287
9294;California;5998
9295;California;7027
9296;California;3726
9297;California;5520
9298;California;4739
9299;California;4491
9300;California;2896
9301;California;3244
9302;California;4118
9303;California;6604
9304;California;4353
9305;California;4284
9306;California;5166
9307;California;7081
9308;California;6031
9309;California;3881
9310;California;4019
9311;California;2690
9312;California;1843
9313;California;1693
9314;California;3960
9315;California;5686
9316;California;2401
9317;California;6851
9318;California;6308
9319;California;5263
9320;California;7430
9321;California;258
9322;California;4321
9323;California;1589
9324;California;3299
9325;California;3240
9326;California;4114
9327;California;2330
9328;California;23
9329;California;3395
9330;California;3223
9331;California;1752
9332;California;2547
9333;California;5498
9334;California;5721
9335;California;2982
9336;California;4665
9337;California;6092
9338;California;5268
9339;California;2127
9340;California;7014
9341;California;3684
9342;California;3256
9343;California;4667
9344;California;4074
9345;California;3957
9346;California;6067
9347;California;4660
9348;California;2895
9349;California;3532
9350;California;3269
9351;California;3221
9352;California;2968
9353;California;4154
9354;California;3928
9355;California;4021
9356;California;3603
9357;California;2709
9358;California;3058
9359;California;3618
9360;California;2002
9361;California;3226
9362;California;3924
9363;California;6212
9364;California;3138
9365;California;3872
9366;California;2162
9367;California;7196
9368;California;6196
9369;California;6663
9370;California;7239
9371;California;5911
9372;California;2421
9373;California;15695
9374;California;9938
9375;California;2215
9376;California;4303
9377;California;2115
9378;California;9104
9379;California;7953
9380;California;5090
9381;California;3560
9382;California;4170
9383;California;5020
9384;California;7001
9385;California;5910
9386;California;3970
9387;California;6555
9388;California;4230
9389;California;3722
9390;California;5286
9391;California;8450
9392;California;3484
9393;California;4276
9394;California;5462
9395;California;7384
9396;California;4808
9397;California;6707
9398;California;2581
9399;California;3542
9400;California;5500
9401;California;5811
9402;California;3152
9403;California;7061
9404;California;5775
9405;California;6915
9406;California;6796
9407;California;5922
9408;California;6571
9409;California;4753
9410;California;8062
9411;California;8117
9412;California;6821
9413;California;4336
9414;California;4632
9415;California;2944
9416;California;7177
9417;California;3165
9418;California;5439
9419;California;7092
9420;California;5402
9421;California;2132
9422;California;4566
9423;California;5991
9424;California;3684
9425;California;3606
9426;California;3103
9427;California;4747
9428;California;4817
9429;California;5885
9430;California;5944
9431;California;4911
9432;California;9130
9433;California;4714
9434;California;5667
9435;California;4645
9436;California;4081
9437;California;6621
9438;California;7477
9439;California;4512
9440;California;3778
9441;California;4165
9442;California;4790
9443;California;4517
9444;California;4162
9445;California;5444
9446;California;3693
9447;California;3445
9448;California;6013
9449;California;4121
9450;California;7273
9451;California;5134
9452;California;6468
9453;California;5022
9454;California;4940
9455;California;804
9456;California;0
9457;California;3693
9458;California;6521
9459;California;4732
9460;California;7955
9461;California;7053
9462;California;5846
9463;California;4066
9464;California;5283
9465;California;5639
9466;California;19644
9467;California;3062
9468;California;6422
9469;California;3867
9470;California;6111
9471;California;6932
9472;California;4900
9473;California;8241
9474;California;3328
9475;California;5149
9476;California;6998
9477;California;4462
9478;California;2329
9479;California;6171
9480;California;1490
9481;California;5785
9482;California;2307
9483;California;2745
9484;California;2072
9485;California;3732
9486;California;4669
9487;California;2893
9488;California;5593
9489;California;3847
9490;California;6083
9491;California;3722
9492;California;7893
9493;California;5650
9494;California;3851
9495;California;3617
9496;California;2269
9497;California;3685
9498;California;3302
9499;California;1679
9500;California;3812
9501;California;3525
9502;California;3898
9503;California;5318
9504;California;2778
9505;California;4500
9506;California;4739
9507;California;5335
9508;California;4070
9509;California;3393
9510;California;6558
9511;California;6473
9512;California;2703
9513;California;6004
9514;California;6825
9515;California;3805
9516;California;2370
9517;California;7350
9518;California;5174
9519;California;4872
9520;California;5321
9521;California;4153
9522;California;4814
9523;California;3690
9524;California;6886
9525;California;29528
9526;California;11324
9527;California;2703
9528;California;15935
9529;California;20534
9530;California;4189
9531;California;5167
9532;California;8449
9533;California;5200
9534;California;4825
9535;California;7797
9536;California;1529
9537;California;4029
9538;California;2206
9539;California;6577
9540;California;8579
9541;California;3658
9542;California;4590
9543;California;6114
9544;California;3611
9545;California;5021
9546;California;4131
9547;California;5317
9548;California;6836
9549;California;6756
9550;California;6421
9551;California;2391
9552;California;5788
9553;California;4789
9554;California;3151
9555;California;4190
9556;California;3723
9557;California;5247
9558;California;4111
9559;California;4465
9560;California;4610
9561;California;4404
9562;California;4516
9563;California;3662
9564;California;4157
9565;California;6393
9566;California;4080
9567;California;3952
9568;California;4062
9569;California;4765
9570;California;5266
9571;California;8094
9572;California;5122
9573;California;3771
9574;California;4523
9575;California;2895
9576;California;4303
9577;California;3339
9578;California;6796
9579;California;4801
9580;California;3701
9581;California;3297
9582;California;4207
9583;California;2599
9584;California;8275
9585;California;5599
9586;California;2606
9587;California;5131
9588;California;2902
9589;California;6160
9590;California;2267
9591;California;7157
9592;California;7196
9593;California;3979
9594;California;3206
9595;California;4804
9596;California;3849
9597;California;5031
9598;California;2389
9599;California;6344
9600;California;5435
9601;California;3609
9602;California;5353
9603;California;6022
9604;California;5503
9605;California;7920
9606;California;7645
9607;California;3077
9608;California;7864
9609;California;7271
9610;California;4014
9611;California;6846
9612;California;2625
9613;California;5347
9614;California;4077
9615;California;6158
9616;California;1923
9617;California;3807
9618;California;4030
9619;California;4237
9620;California;3528
9621;California;9808
9622;California;7517
9623;California;7131
9624;California;7355
9625;California;4449
9626;California;7650
9627;California;5529
9628;California;3097
9629;California;4823
9630;California;7001
9631;California;2648
9632;California;2928
9633;California;4347
9634;California;3266
9635;California;2427
9636;California;8107
9637;California;4633
9638;California;6137
9639;California;3488
9640;California;2955
9641;California;5823
9642;California;9149
9643;California;21927
9644;California;3995
9645;California;14919
9646;California;4800
9647;California;5231
9648;California;3287
9649;California;3556
9650;California;5741
9651;California;7516
9652;California;4861
9653;California;5951
9654;California;7921
9655;California;6442
9656;California;5710
9657;California;2753
9658;California;3807
9659;California;4003
9660;California;7729
9661;California;3457
9662;California;3097
9663;California;4769
9664;California;5429
9665;California;3217
9666;California;5701
9667;California;5256
9668;California;4399
9669;California;3955
9670;California;4942
9671;California;2976
9672;California;4829
9673;California;6787
9674;California;11815
9675;California;4338
9676;California;3009
9677;California;6028
9678;California;3184
9679;California;2723
9680;California;5860
9681;California;5158
9682;California;6972
9683;California;2981
9684;California;3959
9685;California;5595
9686;California;2528
9687;California;7421
9688;California;5299
9689;California;3253
9690;California;6514
9691;California;6283
9692;California;2558
9693;California;4831
9694;California;7539
9695;California;4400
9696;California;7084
9697;California;3370
9698;California;6606
9699;California;7204
9700;California;2590
9701;California;3266
9702;California;7307
9703;California;9360
9704;California;4914
9705;California;3057
9706;California;5205
9707;California;3874
9708;California;9422
9709;California;8551
9710;California;4772
9711;California;3912
9712;California;5049
9713;California;3624
9714;California;5776
9715;California;5147
9716;California;6698
9717;California;2974
9718;California;6399
9719;California;7798
9720;California;8912
9721;California;3869
9722;California;3853
9723;California;6024
9724;California;40402
9725;California;3583
9726;California;8293
9727;California;4729
9728;California;4873
9729;California;5825
9730;California;6815
9731;California;6611
9732;California;6382
9733;California;1803
9734;California;7368
9735;California;5879
9736;California;6508
9737;California;8808
9738;California;1940
9739;California;2694
9740;California;6509
9741;California;6193
9742;California;9625
9743;California;3315
9744;California;7026
9745;California;7836
9746;California;6880
9747;California;5254
9748;California;3265
9749;California;4090
9750;California;4877
9751;California;3538
9752;California;5747
9753;California;5474
9754;California;6930
9755;California;5267
9756;California;7177
9757;California;5077
9758;California;4937
9759;California;4489
9760;California;4003
9761;California;11962
9762;California;4682
9763;California;3994
9764;California;4202
9765;California;5005
9766;California;7031
9767;California;4270
9768;California;13670
9769;California;7611
9770;California;4841
9771;California;9600
9772;California;3498
9773;California;8436
9774;California;6745
9775;California;8066
9776;California;6248
9777;California;8148
9778;California;4221
9779;California;4415
9780;California;4791
9781;California;4452
9782;California;16449
9783;California;4509
9784;California;5799
9785;California;10850
9786;California;4130
9787;California;3859
9788;California;3980
9789;California;6091
9790;California;5622
9791;California;7122
9792;California;5800
9793;California;4980
9794;California;2541
9795;California;5710
9796;California;5035
9797;California;7005
9798;California;3907
9799;California;5919
9800;California;6501
9801;California;6108
9802;California;9189
9803;California;7156
9804;California;5373
9805;California;4337
9806;California;2312
9807;California;4071
9808;California;4744
9809;California;3249
9810;California;5180
9811;California;6511
9812;California;6270
9813;California;4884
9814;California;6429
9815;California;4939
9816;California;3769
9817;California;7848
9818;California;1600
9819;California;5333
9820;California;3624
9821;California;5991
9822;California;2771
9823;California;8338
9824;California;5261
9825;California;6124
9826;California;2214
9827;California;3007
9828;California;1909
9829;California;2693
9830;California;7434
9831;California;3570
9832;California;5660
9833;California;7073
9834;California;3065
9835;California;7738
9836;California;9497
9837;California;2508
9838;California;6932
9839;California;9324
9840;California;3305
9841;California;2330
9842;California;5684
9843;California;4664
9844;California;9730
9845;California;0
9846;California;3967
9847;California;4363
9848;California;4377
9849;California;4645
9850;California;2691
9851;California;3505
9852;California;5502
9853;California;4927
9854;California;4519
9855;California;4989
9856;California;4844
9857;California;3378
9858;California;2907
9859;California;1704
9860;California;1558
9861;California;2613
9862;California;2825
9863;California;3951
9864;California;4062
9865;California;4710
9866;California;3443
9867;California;2124
9868;California;2507
9869;California;4986
9870;California;4000
9871;California;3559
9872;California;3707
9873;California;2592
9874;California;2814
9875;California;3637
9876;California;4738
9877;California;2754
9878;California;3628
9879;California;4957
9880;California;3742
9881;California;3084
9882;California;4044
9883;California;4626
9884;California;4031
9885;California;2617
9886;California;2425
9887;California;4385
9888;California;2210
9889;California;5877
9890;California;3740
9891;California;3236
9892;California;9377
9893;California;4129
9894;California;3506
9895;California;4432
9896;California;2807
9897;California;5562
9898;California;3236
9899;California;4671
9900;California;3915
9901;California;5760
9902;California;5787
9903;California;5036
9904;California;3424
9905;California;3390
9906;California;3133
9907;California;4113
9908;California;3743
9909;California;3719
9910;California;8432
9911;California;1822
